id,fold,type,label,text1,text2
because-CHRG-110hhrg44900-1.ann-E46,7,Motivation,cause,"I think, Mr. Paulson, that you have about 125 years on Mr. Bernanke",we will begin with you
because-1818333.ann-E3,8,Consequence,cause,to send more troops to Iraq,the Iraqi government less likely to defend itself
because-wsj_1462.ann-E3,9,Motivation,obstruct,it had an opportunity to review it,the company wouldn't have a response
because-CHRG-110hhrg44900-2.ann-E114,0,Consequence,cause,their 5 minutes is up,no member can ask questions
because-CHRG-110hhrg44900-2.ann-E48,1,Motivation,cause,it takes some time to get this into practice,what I really want to know is not so much what you plan that may not be instituted for some time
because-1821517.ann-E2,2,Purpose,cause,build the case for invading Iraq,the Bush administration had distorted intelligence
because-1855233.ann-E16,3,Consequence,obstruct,a problem,a solution
because-1820510.ann-E25,4,Consequence,cause,being present on an objective deemed hostile by an on-scene commander,A person cannot be targeted on status
because-wsj_1044.ann-E2,5,Purpose,cause,curb a black market for hard currency,a 90% devaluation of the ruble against the dollar for private transactions
because-1854691.ann-E16,6,Purpose,cause,make sure that none were capable of grabbing a weapon and firing back at us,"Sergeant Wuterich, who had been behind him, had entered the room and shot five to seven rounds into the ``bodies on the ground"
because-1845580.ann-E20,7,Motivation,cause,there is no war or overarching threat,the size of the military is decreased
because-ArticleIP_1060.ann-E16,8,Consequence,cause,Sonograms,doctors look for signs--such as the development of functioning eyelids and creases in the skin--that coincide with the onset of a functioning respiratory system
because-CHRG-110hhrg44900-1.ann-E62,9,Consequence,obstruct,regulatory intervention,a failure
because-1854626.ann-E11,0,Consequence,cause,a Massachusetts bill,a controversial technique entailing the cloning of embryos for purposes of experimentation
because-wsj_2465.ann-E8,1,Consequence,obstruct,the Colombian government,their takeover of the country
because-1855648.ann-E47,2,Motivation,cause,you go to vote,asked of you
because-wsj_1041.ann-E10,3,Consequence,cause,children account for just 1% of the patient population,children account for a small part of the large and lucrative market
because-wsj_1849.ann-E1,4,Consequence,cause,the Armenian earthquake a year ago,The rubble
because-CHRG-110hhrg44900-2.ann-E122,5,Consequence,cause,the time,make sure it's done right and thoroughly worked through
because-wsj_1353.ann-E11,6,Motivation,cause,Lebanon's two main Shiite militias rejected an Arab-sponsored peace accord,Lebanon's Gen. Aoun placed Christian military forces on alert in case of renewed fighting with Syrian-backed Moslems
because-1854575.ann-E6,7,Consequence,obstruct,The law distributing contracts on public projects to several companies,corruption
because-1852704.ann-E12,8,Motivation,cause,"pursuit of members of the Kurdistan Worker's Party, or P.K.K.",thousands of soldiers crossed the border
because-CHRG-110hhrg44900-1.ann-E209,9,Consequence,cause,robust payment and settlement systems,financial stability
because-wsj_1450.ann-E14,0,Consequence,cause,cities losing business to suburban shopping centers,keep those jobs and sales taxes within city limits
because-wsj_1947.ann-E4,1,Consequence,cause,oil is shipped,no one can tell its source
because-1855233.ann-E7,2,Consequence,cause,so unstable,hard-line Islamists will gain power or seize control of one of the country's nuclear weapons
because-1855233.ann-E10,3,Consequence,obstruct,Too late,civil society in Pakistan withstand growing pressures from radical Islamists
because-1854691.ann-E2,4,Purpose,cause,"determine whether there is enough evidence to refer charges to a court-martial for one of the marines, Lance Cpl. Justin L. Sharratt, who is accused of killing three of the men",The hearing is being conducted
because-1854364.ann-E3,5,Consequence,cause,American and Iraqi forces shifted in large numbers into the capital,security conditions in other parts of the country had worsened
because-1821059.ann-E25,6,Purpose,cause,the money,Most of them were here
because-wsj_1698.ann-E16,7,Consequence,obstruct,Congress acts,the proposed spending cuts take place automatically
because-wsj_1874.ann-E32,8,Consequence,obstruct,too large,be included in Freddie Mac and Fannie Mae pools
because-wsj_1826.ann-E3,9,Consequence,cause,you're Miss America,you're always Miss America
because-1821059.ann-E5,0,Motivation,cause,"as few as 65 members made it to work, even as they and the absentees earned salaries and benefits worth about $120,000",Nearly every session since November has been adjourned
because-1855648.ann-E21,1,Motivation,cause,her victory resulted from absentee ballots cast by the nursing home residents,a nursing home employee who won a 2004 election to a county Democratic committee stepped down
because-wsj_1450.ann-E11,2,Consequence,cause,Crime,that 26% reported difficulty recruiting personnel and that 19% said they were considering moving
because-20020731-nyt.ann-E53,3,Purpose,cause,try his hand in what the Red Sox hope will be their postseason plans,he was traded to Boston Tuesday night
because-wsj_1780.ann-E5,4,Consequence,cause,enough authority,deal with buy-outs
because-CHRG-110hhrg44900-2.ann-E40,5,Consequence,cause,the authorities,do the macro stability job
because-1821517.ann-E24,6,Consequence,cause,a number of administration officials,Mr. Libby aware of Ms. Wilson's identity
because-wsj_1803.ann-E22,7,Consequence,cause,a sprinkler system was triggered by the tremors,caused
because-1822572.ann-E22,8,Consequence,obstruct,"Joseph L. Bruno, the Senate majority leader",health care cuts
because-wsj_1174.ann-E4,9,Motivation,cause,that's your horse,how exciting that would be
because-wsj_1874.ann-E17,0,Consequence,cause,"those bonds already pay a slightly higher yield, an extra premium for the earthquake risk",they weren't materially affected
because-20020731-nyt.ann-E165,1,Motivation,cause,signing a peace treaty with Israel,"reward Mubarak's predecessor, Anwar Sadat"
because-wsj_2004.ann-E6,2,Purpose,cause,lure him away from American Airlines,"United paid him a $375,000 bonus"
because-CHRG-110hhrg44900-1.ann-E47,3,Motivation,cause,it is in the interest of the American people that we do so,we have been working together to ensure the stability of the financial system
because-1855648.ann-E49,4,Motivation,cause,they have a medical diagnosis,should your next-door neighbor be given a greater barrier to voting than you
because-CHRG-110hhrg44900-1.ann-E58,5,Purpose,cause,improve market infrastructure,Steps are being taken
because-CHRG-110hhrg44900-2.ann-E70,6,Consequence,cause,the banks have been doing due diligence,There have been no material losses to banks or investment banks because of failing hedge funds
because-1855648.ann-E7,7,Consequence,cause,"a group of psychiatrists, lawyers and others led by the American Bar Association",voting
because-1855233.ann-E1,8,Motivation,obstruct,the Iraq war,the United States might have welcomed such a vigorous call for democracy
because-1855648.ann-E17,9,Consequence,cause,They,people vote if they can supply information for a voter registration form
because-1854675.ann-E1,0,Motivation,cause,"Hamas militias overran Fatah strongholds in Gaza, dragging men into the street and shooting them","An aide to President Mahmoud Abbas announced the decrees, including the firing of Prime Minister Ismail Haniya of Hamas, at a West Bank news conference"
because-1820510.ann-E2,1,Motivation,cause,not reporting the deaths and other details of the raid,"Colonel Steele was formally reprimanded in the summer by Lt. Gen. Peter W. Chiarelli, the former commander in Iraq"
because-ArticleIP_1060.ann-E7,2,Consequence,cause,developed enough,inhale
because-Article247_3500.ann-E12,3,Consequence,cause,its employees would have been mocked into obscurity by the digerati,AOL would never have existed if it had been founded here
because-1851291.ann-E10,4,Consequence,cause,they deal with different domains,"religion should not be substituted for science, nor the reverse"
because-wsj_1874.ann-E16,5,Consequence,cause,the (issuers) are on top of the San Andreas fault,There are certain bonds traders refer to as `earthquake' bonds
because-CHRG-110hhrg44900-2.ann-E17,6,Purpose,cause,try to limit the regulatory impact on the procyclicality of credit,that we will want to look at much harder
because-1819714.ann-E9,7,Purpose,cause,fund changes to student aid programs,that can be drawn on repeatedly
because-wsj_1446.ann-E14,8,Consequence,cause,36 other states,public participation in attorney-disciplinary proceedings
because-wsj_1971.ann-E5,9,Consequence,cause,"its high price, a lack of software and an optical data-storage device that was too slow",the computer was proving a hard sell
because-1852711.ann-E5,0,Motivation,cause,Mr. Putin decided to again aim Russian missiles at Europe,he saw no need for military action
because-wsj_1457.ann-E12,1,Motivation,cause,telling reporters Mr. Dinkins is ``a fancy `shvartzer' with a moustache.'',Mr. Mason left the campaign
because-wsj_1222.ann-E4,2,Purpose,cause,counter his penny-pinching image,who spent his later years passing out dimes
because-1855648.ann-E43,3,Consequence,cause,The 2001 ruling in Maine,vote
because-wsj_1874.ann-E31,4,Consequence,cause,Northern California home prices are so high,loans from the region often are too large to be included in Freddie Mac and Fannie Mae pools
because-CHRG-110hhrg44900-1.ann-E9,5,Motivation,cause,the various risk management techniques that were supposed to replace the lender-borrower relationship have not been successful,that is too unconstrained today
because-wsj_2070.ann-E4,6,Consequence,cause,The unit stabilized about midday New York time at around 1.85 marks and 141 yen,unconfirmed rumors that the U.S. Federal Reserve had intervened to blunt the unit's tumble
