argid,propid,text,ie
00781,00781_6_15,Term limits help ensure introduction of new ideas.,"[[""Term limits"", ""help"", ""ensure introduction of new ideas""]]"
00781,00781_6_16,"Term limits counter hierarchy, ensure equality, among politicians","[[""Term limits"", ""ensure"", ""equality""], [""Term limits"", ""counter"", ""hierarchy""]]"
00781,00781_6_17,Term limits driven by hatred of politicians/government.,"[[""Term limits"", ""driven"", ""by hatred of politicians/government""]]"
00781,00781_6_18,Term limits indiscriminately target good and bad politicians,"[[""Term limits"", ""indiscriminately target"", ""bad politicians""], [""Term limits"", ""indiscriminately target"", ""good politicians""]]"
00781,00781_6_2,Term limits increase power of bureaucrats over reps.,"[[""Term limits"", ""increase"", ""power of bureaucrats over""]]"
00781,00781_6_3,Term limits create turnover that encourages new candidates,"[[""turnover"", ""encourages"", ""new candidates""], [""Term limits"", ""create"", ""turnover that encourages new candidates""]]"
00781,00781_6_4,Term limits will not change necessary committee hierarchies.,"[[""Term limits"", ""will not change"", ""necessary committee hierarchies""]]"
00781,00781_6_5,Term-limited politicians spend time looking for next job,"[[""Term-limited politicians"", ""spend time looking"", ""for next job""], [""Term-limited politicians"", ""spend"", ""time"", ""looking for next job""]]"
00781,00781_6_6,Term-limited politicians spend extra to win new offices.,"[[""Term-limited politicians"", ""spend to win"", ""new offices""], [""Term-limited politicians"", ""spend"", ""extra"", ""to win new offices""]]"
00781,00781_6_7,"Power limits, not term limits, are the answer","[[""Power limits, not"", ""are"", ""the answer""]]"
00781,00781_6_9,Term limits create problematic lame duck final terms,"[[""Term limits"", ""create"", ""problematic lame duck final terms""]]"
00799,00799_8,The No Child Left Behind education law in America is a good policy and worth continuing.,"[[""The No Child"", ""Left"", ""Behind education law in America""]]"
00799,00799_8_1,"NCLB damages teacher morale, future of profession",[]
00799,00799_8_10,NCLB causes schools to turn-away most needy students.,"[[""schools"", ""to turn"", ""away"", ""most needy students""], [""NCLB"", ""causes"", ""schools to turn-away most needy students""]]"
00799,00799_8_11,NCLB causes the retention of students in grades to avoid tests.,"[[""the retention of students in grades"", ""to avoid"", ""tests""], [""NCLB"", ""causes"", ""the retention of students in grades to avoid tests""]]"
00799,00799_8_12,No Child Left Behind reveal nothing new about school performance,"[[""No Child"", ""Left"", ""Behind""]]"
00799,00799_8_13,"NCLB ridgedly punishes schools that are progressing, albeit slowly","[[""schools"", ""are progressing""], [""NCLB"", ""ridgedly punishes albeit slowly"", ""schools that are progressing""]]"
00799,00799_8_14,NCLB testing helps reveal and change failing teaching methods.,"[[""NCLB testing"", ""helps change"", ""failing teaching methods""], [""NCLB testing"", ""helps"", ""change failing teaching methods""], [""NCLB testing"", ""helps"", ""reveal""]]"
00799,00799_8_15,"Teachers want to be held accountable, just not to tests.","[[""Teachers"", ""want"", ""to be held accountable, just not to tests""]]"
00799,00799_8_16,NCLB has safeguards for schools that are failing despite proficiency.,"[[""schools"", ""are failing"", ""despite proficiency""], [""NCLB"", ""has"", ""safeguards for schools""]]"
00799,00799_8_17,NCLB sets overly restrictive qualifications for teaching.,[]
00799,00799_8_2,Teachers are not necessarily to blame for poor student performance.,"[[""Teachers"", ""to blame"", ""for poor student performance""], [""Teachers"", ""are not"", ""necessarily"", ""to blame for poor student performance""]]"
00799,00799_8_3,NCLB counter-productively punishes teachers/schools,"[[""NCLB"", ""punishes"", ""teachers""]]"
00799,00799_8_4,NCLB standardized tests are a poor measure of school performance,"[[""NCLB standardized tests"", ""are"", ""a poor measure of school performance""]]"
00799,00799_8_5,No Child Left Behind fosters accountability in public schools,"[[""No Child"", ""Left"", ""Behind""]]"
00799,00799_8_6,No Child Left Behind does nothing to improve teachers,"[[""No Child"", ""Left"", ""Behind""]]"
00799,00799_8_7,"NCLB demands too much from schools with worst students, least funding.",[]
00799,00799_8_8,"NCLB wrongly cuts funding to the most needy, under-performing schools.","[[""NCLB"", ""wrongly cuts"", ""funding"", ""to the most needy, under-performing schools""]]"
00799,00799_8_9,"No Child Left Behind draws, keeps, motivates good teachers","[[""No Child Left Behind"", ""motivates"", ""good teachers""], [""No Child Left Behind"", ""keeps""], [""No Child Left Behind"", ""draws""], [""No Child"", ""Left"", ""Behind""]]"
00804,00804_2,"""Clean coal"" should be a major part of plans to fight global warming.","[[""Clean coal"", ""should be"", ""a major part of plans""]]"
00804,00804_2_1,By-products of coal can be captured and used,"[[""By - products of coal"", ""can be used""], [""By - products of coal"", ""can be captured""]]"
00804,00804_2_10,"""Clean coal"" still releases radioactive materials","[[""Clean coal"", ""releases"", ""radioactive materials"", ""still""]]"
00804,00804_2_2,Clean coal merely changes waste into a solid form (its still waste).,"[[""Clean coal"", ""changes"", ""waste"", ""into a solid form (its still waste""]]"
00804,00804_2_3,"Burying the waste of ""clean coal"" is risky for humans","[[""Burying the waste of \""clean coal"", ""is"", ""risky for humans""]]"
00804,00804_2_4,Clean coal wastes more water than ordinary coal factories,[]
00804,00804_2_5,Sequestered CO2 form coal can be used to grow algae for biofuel.,"[[""Sequestered CO2 form coal"", ""can be used"", ""to grow algae for biofuel""]]"
00804,00804_2_6,There is too much debate over how to capture and store C02.,"[[""too much debate over how to capture and store C02"", ""is""]]"
00804,00804_2_7,Clean coal waste is a better alternative to coal emissions.,"[[""Clean coal waste"", ""is"", ""a better alternative to coal emissions""]]"
00804,00804_2_8,Environmental hazards of clean coal waste can be contained.,"[[""Environmental hazards of clean coal waste"", ""can be contained""]]"
00804,00804_2_9,"Capturing coal mercury emissions is prohibitively costly""","[[""Capturing coal mercury emissions"", ""is"", ""prohibitively costly""]]"
00843,00843_2,"Coca leaf growth, product-development, and chewing should be legal.","[[""Coca chewing"", ""should be"", ""legal""], [""Coca product - development"", ""should be"", ""legal""], [""Coca leaf growth"", ""should be"", ""legal""]]"
00843,00843_2_1,"Coca chewing pre-dates cocaine, shouldn""t bundled.","[[""t"", ""bundled""], [""Coca chewing pre-dates cocaine"", ""shouldn""]]"
00843,00843_2_2,Coca has spiritual value to indigenous Andeans.,"[[""Coca"", ""has"", ""spiritual value""]]"
00843,00843_2_3,Banning coca chewing violates indigenous rights.,"[[""Banning coca chewing"", ""violates"", ""indigenous rights""]]"
00843,00843_2_4,Tradition of coca consumption is a poor argument.,"[[""Tradition of coca consumption"", ""is"", ""a poor argument""]]"
00969,00969_3,"""Under God"" in the American Pledge of Allegiance is appropriate and should not be eliminated.",[]
00969,00969_3_1,"To be Constitutional, ""Under God"" must be read in a way insulting to faith",[]
00969,00969_3_2,"""Under God"" affirms individual rights as divine and inalienable",[]
00969,00969_3_3,"""Under God"" complies with separation of Church and State",[]
00969,00969_3_4,Boundary b/w church and state should not be too rigid,[]
00969,00969_3_5,"""Under God"" endorses faith; violates separation of Church and State",[]
00969,00969_3_6,"""Under God"" is neutral between faiths",[]
00969,00969_3_7,"""Under God"" does not mandate or coerce religious belief",[]
00969,00969_3_8,"""Under god"" is unconstitutional even if majority want it",[]
01074,01074_2,Colleges should ban fraternities.,"[[""Colleges"", ""should ban"", ""fraternities""]]"
01074,01074_2_1,Bad behavior common among non-fraternity members too,[]
01074,01074_2_2,Fraternities organized around sexual exploitation of women.,"[[""Fraternities"", ""organized"", ""around sexual exploitation of women""]]"
01074,01074_2_3,Shuttering frats creates false sense of security.,"[[""Shuttering frats"", ""creates"", ""false sense of security""]]"
01074,01074_2_4,Rape culture needs changing; frat ban is no fix.,"[[""Rape culture"", ""needs"", ""changing""], [""frat ban"", ""is"", ""no fix""], [""Rape culture"", ""changing""]]"
01074,01074_2_5,Frat members most likely to perpetrate sexual assault.,"[[""Frat members most likely"", ""to perpetrate"", ""sexual assault""]]"
01106,01106_2,Scotland should become an independent nation.,"[[""Scotland"", ""should become"", ""an independent nation""]]"
01106,01106_2_1,Argument that the 1997 devolution of power to Scotland has given them sufficient power and control to exercise their interests:,"[[""the 1997 devolution of power to Scotland"", ""has given"", ""them"", ""sufficient control to exercise their interests""], [""the 1997 devolution of power to Scotland"", ""has given"", ""them"", ""sufficient power to exercise their interests""]]"
01106,01106_2_2,"Some sources argue that it may no longer be very valuable in todays Europe to maintain ""economies of scale"" in larger unions for the sake of pooling resources for funding a stronger military.","[[""it"", ""may be"", ""very valuable"", ""in todays Europe"", ""to maintain \""economies of scale\"" in larger unions for the sake of pooling resources for funding a stronger military"", ""no longer""], [""Some sources"", ""argue"", ""that it may no longer be very valuable in todays Europe""]]"
01106,01106_2_3,Assertion that many principal Scottish interests are not upheld in the current arrangement:,"[[""many principal Scottish interests"", ""are not upheld"", ""in the current arrangement""]]"
01143,01143_5,Hybrid vehicles should be a major part of plans to fight global climate change.,"[[""Hybrid vehicles"", ""should be"", ""a major part of plans""]]"
01143,01143_5_1,"Hybrid vehicles have more ""power""/performance than hybrids.","[[""Hybrid vehicles"", ""have"", ""more \""power\""/performance than hybrids""]]"
01143,01143_5_2,"The ""performance"" of hybrids is unrelated to global warming.","[[""The \""performance\"" of hybrids"", ""is"", ""unrelated to global warming""]]"
01143,01143_5_3,Electric vehicles combat global warming more aggressively than hybrids.,"[[""Electric vehicles"", ""combat"", ""global warming more aggressively than hybrids""]]"
01143,01143_5_4,"Hybrid don""t have to be plugged in like electric cars.","[[""Hybrid don\""t"", ""to be plugged in""]]"
01143,01143_5_5,Hybrids are more economical than electric cars.,"[[""Hybrids"", ""are"", ""more economical than electric cars""]]"
01143,01143_5_6,Hybrid vehicles have greater driving range than electric cars.,"[[""Hybrid vehicles"", ""have"", ""greater driving range than electric cars""]]"
01143,01143_5_7,Plugging-in you car at night is easer than pumping gas.,"[[""Plugging-in you car at night"", ""is"", ""easer than pumping gas""]]"
01143,01143_5_8,Both hybrids and electric vehicles should be pursued.,"[[""electric vehicles"", ""should be pursued""], [""Both hybrids"", ""should be pursued""]]"
