pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
00695_4#00695_4_1,00695,00695_4,00695_4_1,The death penalty is justified.,Capital punishment is too often the decision of a single authority.,-1,0.17676011082035384,0.0014323478960417317
00695_4#00695_4_2,00695,00695_4,00695_4_2,The death penalty is justified.,Capital punishment is excercised irregularly and arbitrarily,-1,0.009569295184209067,0.016168494511295567
00695_4#00695_4_3,00695,00695_4,00695_4_3,The death penalty is justified.,Overburdened courts cut-corners on death penalty cases,-1,0.9429431827193073,0.040989587130402114
00695_4#00695_4_4,00695,00695_4,00695_4_4,The death penalty is justified.,The state should simply not be involved in killing people.,-1,0.3236524378940211,0.0003329510616505784
00695_4#00695_4_5,00695,00695_4,00695_4_5,The death penalty is justified.,"Capital punishment should be based on principle, not implementation.",1,0.33838744238633894,0.28837695063763696
00827_3#00827_3_1,00827,00827_3,00827_3_1,The 2010 US health care reform legislation is a good idea.,Gains of insuring 30m uninsured must be qualified,-1,4.155517992277016e-05,0.06234284187053058
00827_3#00827_3_2,00827,00827_3,00827_3_2,The 2010 US health care reform legislation is a good idea.,2009 health bill provides aid to those without employer insurance.,1,0.004182134253371844,0.5695875617625478
00827_3#00827_3_3,00827,00827_3,00827_3_3,The 2010 US health care reform legislation is a good idea.,Health care bill would insure 30m Americans,1,0.03828429779727534,0.5512324488932666
00827_3#00827_3_4,00827,00827_3,00827_3_4,The 2010 US health care reform legislation is a good idea.,US health care law makes care more affordable,1,0.0009733216425248655,0.937536783969547
00827_3#00827_3_5,00827,00827_3,00827_3_5,The 2010 US health care reform legislation is a good idea.,2009 health bill provides tax breaks for small employer insurance.,1,0.0077490162538625925,0.6054864030496319
00827_3#00827_3_6,00827,00827_3,00827_3_6,The 2010 US health care reform legislation is a good idea.,Government-approved insurers of US health care law limits competition,-1,0.002045071612714584,0.01154787400626308
01087_6#01087_6_1,01087,01087_6,01087_6_1,Teacher-student friendships on Facebook are good.,Theres a desk b/w teachers and students for a reason.,-1,0.00013212585059332307,0.27727112492165623
01087_6#01087_6_2,01087,01087_6,01087_6_2,Teacher-student friendships on Facebook are good.,"The teacher is not a ""friend,"" but an authority figure",-1,0.365925664505729,0.007991976779885952
01087_6#01087_6_3,01087,01087_6,01087_6_3,Teacher-student friendships on Facebook are good.,"Online classrooms can be facilitated w/o ""friendships.""",-1,0.0009463851049641486,0.6720297191947928
01087_6#01087_6_4,01087,01087_6,01087_6_4,Teacher-student friendships on Facebook are good.,Exclusive teacher-student communications have edu value,1,0.0003470760664626958,0.9268049429579692
01087_6#01087_6_5,01087,01087_6,01087_6_5,Teacher-student friendships on Facebook are good.,"Teacher-student ""friendships"" just expose unwanted info",-1,0.845801848234409,0.02336222266005182
01087_6#01087_6_6,01087,01087_6,01087_6_6,Teacher-student friendships on Facebook are good.,Teacher-student friendships can help extend classroom,1,0.00047996202495930997,0.9472854862534167
01087_6#01087_6_7,01087,01087_6,01087_6_7,Teacher-student friendships on Facebook are good.,"""Facebook law"" widens gap b/w student lives inside/outside school",1,0.0014351779345719083,0.015840858588544417
01087_6#01087_6_8,01087,01087_6,01087_6_8,Teacher-student friendships on Facebook are good.,"Vast majority of teachers use ""friendships"" appropriately.",1,0.017881698086191354,0.3450278384076295
01087_6#01087_6_9,01087,01087_6,01087_6_9,Teacher-student friendships on Facebook are good.,Teachers need to connect with students in their digital world.,1,0.0006444712963445348,0.6156158989534368
01161_6#01161_6_1,01161,01161_6,01161_6_1,Background and context.,There must have been a first cause.,1,0.00035806754557153066,0.0016848495430189978
01161_6#01161_6_12,01161,01161_6,01161_6_12,Background and context.,There is much order in the universe.,1,0.000457520672555139,0.0021579453807035725
01161_6#01161_6_13,01161,01161_6,01161_6_13,Background and context.,The Big Bang must have been caused by something superior to the constrictions of space and time.,1,0.00036331844392502034,0.0010816339582660477
01161_6#01161_6_9,01161,01161_6,01161_6_9,Background and context.,God is the only rational explanation of the existence of the Universe.,1,0.00015707814325149598,0.0007323701567833753
01178_1#01178_1_1,01178,01178_1,01178_1_1,Intelligent Design is a legitimate scientific theory.,"Intelligent design offers no scientific, predictive value",-1,0.9888353262874138,0.0007031734296098108
01178_1#01178_1_2,01178,01178_1,01178_1_2,Intelligent Design is a legitimate scientific theory.,Intelligent design cannot be scientifically tested,-1,0.9884399794925158,0.0007859603498704003
01178_1#01178_1_3,01178,01178_1,01178_1_3,Intelligent Design is a legitimate scientific theory.,Intelligent design closes scientific inquiry,-1,0.04862590413085311,0.2151905856599285
01178_1#01178_1_4,01178,01178_1,01178_1_4,Intelligent Design is a legitimate scientific theory.,Intelligent design does not restrict itself to scientific observation,-1,0.48503340856233385,0.26681236444002093
01194_2#01194_2_1,01194,01194_2,01194_2_1,Direct democracy is good.,Referenda are often a malignant form of protestation.,-1,0.01108031313205295,0.00016209010362450575
01194_2#01194_2_2,01194,01194_2,01194_2_2,Direct democracy is good.,Direct democracy promotes democratic principles.,1,0.00048341306187359514,0.9853425391526496
01194_2#01194_2_3,01194,01194_2,01194_2_3,Direct democracy is good.,Direct democracy checks the tendency toward package deals.,1,0.0017467217857016174,0.17273213243620567
01194_2#01194_2_4,01194,01194_2,01194_2_4,Direct democracy is good.,Campaigns for ballot measures often have unfair resource advantages,-1,0.0032478856938019563,0.019940176004692476
01194_2#01194_2_5,01194,01194_2,01194_2_5,Direct democracy is good.,Referenda devalue role of legislative bodies,-1,0.027346329988643225,0.0013326235587411593
01194_2#01194_2_6,01194,01194_2,01194_2_6,Direct democracy is good.,Political parties are unfortunate consequence of rep. democracy.,1,0.8131364157130824,0.014130826710872584
01194_2#01194_2_7,01194,01194_2,01194_2_7,Direct democracy is good.,"Direct democracy over-simplifies policies to a ""yes/no"" vote.",-1,0.9732286050352471,0.020543437327908528
01238_4#01238_4_1,01238,01238_4,01238_4_1,Concealed carry is preferred to open carry gun laws.,Open carry is vulnerable to attacker trying to take weapon,1,0.7026848637514447,0.09068206464633534
01238_4#01238_4_2,01238,01238_4,01238_4_2,Concealed carry is preferred to open carry gun laws.,Attacker is unlikely to try to take openly carried gun,-1,0.9765423047968619,0.05617168490456206
01238_4#01238_4_3,01238,01238_4,01238_4_3,Concealed carry is preferred to open carry gun laws.,Open carrying does not invite trouble.,-1,0.15418781321162614,0.09025269896837516
01238_4#01238_4_4,01238,01238_4,01238_4_4,Concealed carry is preferred to open carry gun laws.,Open carry does not make you more of a target than other things.,-1,0.7713669288763689,0.06127107255503873
01238_4#01238_4_5,01238,01238_4,01238_4_5,Concealed carry is preferred to open carry gun laws.,Person carrying gun openly is first target during robbery.,1,0.5845316838770626,0.02374165229114409
01250_2#01250_2_1,01250,01250_2,01250_2_1,The assassination of a dictator can be justified.,Dictators often uphold regimes alone; assassinating them will end the regime.,1,0.903708881457754,0.29925105067099
01250_2#01250_2_2,01250,01250_2,01250_2_2,The assassination of a dictator can be justified.,Failed assassination attempts can help strengthen a tyrant.,-1,0.9532762980405716,0.6417815923164777
01250_2#01250_2_3,01250,01250_2,01250_2_3,The assassination of a dictator can be justified.,Tyrants directly jeopardizing societal welfare can be assassinated,1,0.9623853817175116,0.04730375278619211
01250_2#01250_2_4,01250,01250_2,01250_2_4,The assassination of a dictator can be justified.,Illegitimate tyrants can be assassinated if its the only way to freedom,1,0.05531974051593466,0.4008651573869178
01250_2#01250_2_5,01250,01250_2,01250_2_5,The assassination of a dictator can be justified.,Killing dictators will not cause the fall of a regime.,-1,0.9447685160642116,0.3126862881458005
00115_5#00115_5_1,00115,00115_5,00115_5_1,Geoengineering is a good idea.,Many green orgs and scientists support geoengineering option.,1,0.0005384642911446888,0.949404119367215
00115_5#00115_5_2,00115,00115_5,00115_5_2,Geoengineering is a good idea.,"Geoengineering is important to research, keep on table",1,0.0007010634652833994,0.8653883672514555
00115_5#00115_5_3,00115,00115_5,00115_5_3,Geoengineering is a good idea.,Geoengineering tests/consequences distract from other problems.,-1,0.008988551089909827,0.8667678994390556
00138_7#00138_7_1,00138,00138_7,00138_7_1,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli offensive in Gaza combats Hamas-Iran ties.,1,0.5271575414941525,0.42151602079887174
00138_7#00138_7_2,00138,00138_7,00138_7_2,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Attacking Gaza distracts Israel from Iranian threat,-1,0.6256666621579988,0.67156429251779
00138_7#00138_7_3,00138,00138_7,00138_7_3,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Gaza assault bolsters Irans radical message against Israel,-1,0.8811968673357234,0.8636517452204927
00138_7#00138_7_4,00138,00138_7,00138_7_4,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel has the resolve to address Hamas AND Iran,1,0.20714888457937064,0.27639765312272563
00147_2#00147_2_1,00147,00147_2,00147_2_1,T. Boone Pickens US energy plan is good.,Pickens Plan requires infeasible electric grid upgrades,-1,0.00909690019333661,0.2961711562059683
00147_2#00147_2_2,00147,00147_2,00147_2_2,T. Boone Pickens US energy plan is good.,Pickens Plan relies too heavily on subsidization,-1,0.9353756929545558,0.0010992878784748432
00147_2#00147_2_3,00147,00147_2,00147_2_3,T. Boone Pickens US energy plan is good.,Pickens energy plan is very expensive,-1,0.959875156238705,0.0017929500753271295
00147_2#00147_2_4,00147,00147_2,00147_2_4,T. Boone Pickens US energy plan is good.,Pickens Plan provides a good test case,1,0.0008948323351476851,0.7080688455760141
00147_2#00147_2_5,00147,00147_2,00147_2_5,T. Boone Pickens US energy plan is good.,That the Pickens Plan is for profit is a good thing,1,0.0033373447686876096,0.9650912840601735
00147_2#00147_2_6,00147,00147_2,00147_2_6,T. Boone Pickens US energy plan is good.,Pickens makes beneficial long-term investments in electric grid,1,0.0011491048563909978,0.903750738763693
00147_2#00147_2_7,00147,00147_2,00147_2_7,T. Boone Pickens US energy plan is good.,The Pickens Plan will stimulate the US economy,1,0.0007464577933728089,0.772730476807992
00147_2#00147_2_8,00147,00147_2,00147_2_8,T. Boone Pickens US energy plan is good.,Pickens Plan favors technology over better market guidance,-1,0.004674902136017352,0.8832302378100254
00196_13#00196_13_1,00196,00196_13,00196_13_1,Capitalism is the superior system to socialism.,The argument that socialism could do damage to the ecosystem rests on two erroneous assumptions.,-1,0.951921258165055,0.007695093634736683
00196_13#00196_13_2,00196,00196_13,00196_13_2,Capitalism is the superior system to socialism.,Capitalism has a neutral impact,1,0.0012089968852563293,0.9779169302549328
00196_13#00196_13_3,00196,00196_13,00196_13_3,Capitalism is the superior system to socialism.,Capitalism is destroying the world ecosystem.,-1,0.9870913251886052,0.0013097513905953322
00196_13#00196_13_4,00196,00196_13,00196_13_4,Capitalism is the superior system to socialism.,Socialism has inbuilt mechanisms to protect the ecosystem.,-1,0.0071002318102666205,0.9336201386810223
00196_13#00196_13_5,00196,00196_13,00196_13_5,Capitalism is the superior system to socialism.,Socialism could do great damage to the environment.,1,0.9737294901900422,0.006762013264848434
00196_2#00196_2_1,00196,00196_2,00196_2_1,Capitalism is the superior system to socialism.,Capitalism incentivizes higher productivity through reward,1,0.0017500310675356023,0.9814018100539097
00196_2#00196_2_10,00196,00196_2,00196_2_10,Capitalism is the superior system to socialism.,Capitalism rewards many people in perverse ways.,-1,0.7186789593156007,0.7632087396424522
00196_2#00196_2_11,00196,00196_2,00196_2_11,Capitalism is the superior system to socialism.,"Socialism punishes effort, subsidizes laziness",1,0.08250788646981122,0.8893600186415441
00196_2#00196_2_12,00196,00196_2,00196_2_12,Capitalism is the superior system to socialism.,Socialism favors political greed over economic greed.,1,0.018217619654963234,0.945902130266188
00196_2#00196_2_13,00196,00196_2,00196_2_13,Capitalism is the superior system to socialism.,Socialism does not prevent individual success.,-1,0.06070847518582718,0.9707826757477724
00196_2#00196_2_2,00196,00196_2,00196_2_2,Capitalism is the superior system to socialism.,"Capitalism maximizes benefits of greed, minimizes harms",1,0.0029062962983500786,0.9719864640186758
