pairid,argid,propid_to,propid_from,text_to,text_from,relation,ie_conf_any
00178_1#00178_1_4,00178,00178_1,00178_1_4,The American Jobs Act is good.,AJA helps employ workers in modernizing America.,1,9.708216560687587e-10
00178_1#00178_1_5,00178,00178_1,00178_1_5,The American Jobs Act is good.,No guarantee corps will spend tax breaks in Jobs Act.,-1,9.810377368379628e-07
00178_1#00178_1_6,00178,00178_1,00178_1_6,The American Jobs Act is good.,"More than 2,700 miles of road need repairing.",1,8.107878141070047e-09
00178_1#00178_1_7,00178,00178_1,00178_1_7,The American Jobs Act is good.,Jobs Act helps rebuild schools and kids learn.,1,1.0042437518044228e-06
00423_15#00423_15_1,00423,00423_15,00423_15_1,The bombing of Hiroshima and Nagasaki was justified.,Invading Japan would have resulted in casualties far beyond bombs,1,0.0
00423_15#00423_15_2,00423,00423_15,00423_15_2,The bombing of Hiroshima and Nagasaki was justified.,A speedy end to WWII was critical in saving lives,1,0.0
00423_15#00423_15_4,00423,00423_15,00423_15_4,The bombing of Hiroshima and Nagasaki was justified.,Atomic bombs were unnecessary; Japan was looking for peace,-1,0.0
00460_11#00460_11_1,00460,00460_11,00460_11_1,Obama does deserve a second term.,Obama has exceeded his executive powers; imperial presidency.,-1,2.5660682255608808e-06
00460_11#00460_11_10,00460,00460_11,00460_11_10,Obama does deserve a second term.,"Obama can""t run on record, so hes creating villains",-1,2.5734224478590556e-11
00460_11#00460_11_11,00460,00460_11,00460_11_11,Obama does deserve a second term.,Obama is wrongly trying to change America.,-1,1.565200435900033e-05
00460_11#00460_11_13,00460,00460_11,00460_11_13,Obama does deserve a second term.,Obama failed to bring the Olympics to Chicago,-1,7.059518083239264e-06
00460_11#00460_11_14,00460,00460_11,00460_11_14,Obama does deserve a second term.,General statements supporting a second term for Obama.,1,4.0662362110469465e-11
00460_11#00460_11_15,00460,00460_11,00460_11_15,Obama does deserve a second term.,Barack Obama is only human.,1,0.01976538912565712
00460_11#00460_11_16,00460,00460_11,00460_11_16,Obama does deserve a second term.,Obama wrongly called a Boston cop stupid,-1,0.0
00460_11#00460_11_17,00460,00460_11,00460_11_17,Obama does deserve a second term.,President Obama is far better than the Republican right-wing nominees.,1,0.00011325299992163016
00460_11#00460_11_18,00460,00460_11,00460_11_18,Obama does deserve a second term.,White House decision-making has been very strong.,1,7.57084669713467e-10
00460_11#00460_11_19,00460,00460_11,00460_11_19,Obama does deserve a second term.,"Obama is Politician-In-Chief, not Commander-In-Chief",-1,0.2172339235567192
00460_11#00460_11_2,00460,00460_11,00460_11_2,Obama does deserve a second term.,Obama is doing the best he can with a dysfunctional Congress.,1,0.0
00460_11#00460_11_3,00460,00460_11,00460_11_3,Obama does deserve a second term.,America has started tuning out an overexposed Obama.,-1,8.362652010728213e-08
00460_11#00460_11_4,00460,00460_11,00460_11_4,Obama does deserve a second term.,Obama is smarter and more capable than the other candidates.,1,0.00030759000533124863
00460_11#00460_11_5,00460,00460_11,00460_11_5,Obama does deserve a second term.,Obama is filled with contempt for America.,-1,2.680001258891227e-06
00460_11#00460_11_7,00460,00460_11,00460_11_7,Obama does deserve a second term.,President Obama has a long list of major achievements,1,0.004888245922446739
00460_11#00460_11_9,00460,00460_11,00460_11_9,Obama does deserve a second term.,"Second term presidents aren""t concerned about re-election.",1,1.7631786803660189e-06
00460_14#00460_14_1,00460,00460_14,00460_14_1,Obama does deserve a second term.,"Obama justified in ""class warfare"" to restore middle class",1,0.0
00460_14#00460_14_10,00460,00460_14,00460_14_10,Obama does deserve a second term.,Obama could have given more help to local govts.,-1,0.0
00460_14#00460_14_11,00460,00460_14,00460_14_11,Obama does deserve a second term.,Took action on bolstering American exports.,1,0.0
00460_14#00460_14_12,00460,00460_14,00460_14_12,Obama does deserve a second term.,"Obama pushed free trade deals w/ Colombia, Panama, S.K.",1,0.0
00460_14#00460_14_13,00460,00460_14,00460_14_13,Obama does deserve a second term.,Flat tax encourages wealthy to re-engage the economy,-1,0.0
00460_14#00460_14_15,00460,00460_14,00460_14_15,Obama does deserve a second term.,Obama is engaged in class warfare (against upper-middle class),-1,1.6628960544710914e-06
00460_14#00460_14_16,00460,00460_14,00460_14_16,Obama does deserve a second term.,Obama is dealing with GOP trying to sabotage economy,1,1.9378187740419248e-06
00460_14#00460_14_18,00460,00460_14,00460_14_18,Obama does deserve a second term.,"Obama could have encouraged employers to cut hrs, not fire.",-1,3.4093269482788414e-08
00460_14#00460_14_19,00460,00460_14,00460_14_19,Obama does deserve a second term.,Stopped free-fall; things could have been much worse.,1,2.4043020246255294e-09
00460_14#00460_14_2,00460,00460_14,00460_14_2,Obama does deserve a second term.,Obama did best possible to solve crisis with limited info/time.,1,0.011389695394905757
00460_14#00460_14_20,00460,00460_14,00460_14_20,Obama does deserve a second term.,Took measures to reduce offensive executive pay.,1,0.0
00460_14#00460_14_22,00460,00460_14,00460_14_22,Obama does deserve a second term.,Passed strongest consumer financial protections in history.,1,0.0
00460_14#00460_14_23,00460,00460_14,00460_14_23,Obama does deserve a second term.,2009 stimulus was filled with waste and misconceptions.,-1,1.6843721070753116e-09
00460_14#00460_14_24,00460,00460_14,00460_14_24,Obama does deserve a second term.,Majorities support Obamas individual economic policies,1,1.1841053631266036e-08
00460_14#00460_14_25,00460,00460_14,00460_14_25,Obama does deserve a second term.,Obama believes govt knows better than comps how to invest,-1,9.197506548181923e-06
00460_14#00460_14_26,00460,00460_14,00460_14_26,Obama does deserve a second term.,GOP would do nothing but cut taxes; Obama is taking action,1,0.00013015459657829913
00460_14#00460_14_27,00460,00460_14,00460_14_27,Obama does deserve a second term.,Obama helped save the auto industry.,1,7.236612769901763e-07
00460_14#00460_14_28,00460,00460_14,00460_14_28,Obama does deserve a second term.,Obama wrongly extended President Bushs tax cuts,-1,2.339222140949967e-05
00460_14#00460_14_3,00460,00460_14,00460_14_3,Obama does deserve a second term.,"Obama is a centrist, not a far left radical.",1,0.011132952502391593
00460_14#00460_14_30,00460,00460_14,00460_14_30,Obama does deserve a second term.,Aided states in dire economic straits.,1,0.0
00460_14#00460_14_31,00460,00460_14,00460_14_31,Obama does deserve a second term.,Obama has failed to grow the economy,-1,0.0004348607630815482
00460_14#00460_14_32,00460,00460_14,00460_14_32,Obama does deserve a second term.,"Took critical steps to fight economic crisis, begin recovery.",1,0.0
00460_14#00460_14_33,00460,00460_14,00460_14_33,Obama does deserve a second term.,Extended unemployment benefits to workers in need.,1,0.0
00460_14#00460_14_34,00460,00460_14,00460_14_34,Obama does deserve a second term.,Took steps to fight corruption and influence of lobbyists.,1,0.0
00460_14#00460_14_35,00460,00460_14,00460_14_35,Obama does deserve a second term.,Increasing taxes on big companies will limit job-creation.,-1,1.1595289413237223e-09
00460_14#00460_14_36,00460,00460_14,00460_14_36,Obama does deserve a second term.,"Obama wrongly believed in ""shovel ready"" projects.",-1,6.434275282617856e-06
00460_14#00460_14_38,00460,00460_14,00460_14_38,Obama does deserve a second term.,"Obama has changed America, for the worse.",-1,0.0
00460_14#00460_14_39,00460,00460_14,00460_14_39,Obama does deserve a second term.,"Obamas clean energy economy, ""green jobs"" have faltered",-1,0.0
00460_14#00460_14_4,00460,00460_14,00460_14_4,Obama does deserve a second term.,"Helped shore up housing market, keep families in homes.",1,0.0
00460_14#00460_14_40,00460,00460_14,00460_14_40,Obama does deserve a second term.,"GOP tax cuts (only) aren""t very stimulative; they get saved.",1,2.7041829343090883e-09
00460_14#00460_14_41,00460,00460_14,00460_14_41,Obama does deserve a second term.,Obama has eliminated many excessive regulations,1,8.056688111984896e-07
00460_14#00460_14_42,00460,00460_14,00460_14_42,Obama does deserve a second term.,Obama invested in education to ensure economic prosperity.,1,1.6870738254072965e-07
00460_14#00460_14_43,00460,00460_14,00460_14_43,Obama does deserve a second term.,Curb incentives for investing overseas; encouraged in-sourcing.,1,1.3997636717339175e-11
00460_14#00460_14_44,00460,00460_14,00460_14_44,Obama does deserve a second term.,Took action to help small businesses.,1,0.0
00460_14#00460_14_45,00460,00460_14,00460_14_45,Obama does deserve a second term.,Obama has protected and created significant jobs.,1,1.1727771942398694e-06
00460_14#00460_14_46,00460,00460_14,00460_14_46,Obama does deserve a second term.,Obama is leading crony capitalism,-1,2.9787337930981027e-05
00460_14#00460_14_47,00460,00460_14,00460_14_47,Obama does deserve a second term.,"Took steps to fight financial fraud, risks, causes of crisis.",1,0.0
00460_14#00460_14_5,00460,00460_14,00460_14_5,Obama does deserve a second term.,Obama is not to blame for the economic crisis.,1,0.0010788342295600798
00460_14#00460_14_6,00460,00460_14,00460_14_6,Obama does deserve a second term.,Led world in fighting global financial crisis.,1,0.0
00460_14#00460_14_7,00460,00460_14,00460_14_7,Obama does deserve a second term.,Fought to help and re-grow American manufacturing.,1,0.0
00460_14#00460_14_8,00460,00460_14,00460_14_8,Obama does deserve a second term.,Obama is the most left-wing president in history,-1,0.002380947886477826
00460_14#00460_14_9,00460,00460_14,00460_14_9,Obama does deserve a second term.,"Stimulus should have been bigger, not smaller as GOP claims.",1,2.7219004631579427e-06
00460_6#00460_6_1,00460,00460_6,00460_6_1,Obama does deserve a second term.,Obama focuses on deporting criminal undocumented immigrants,1,2.3387226904223999e-07
00460_6#00460_6_3,00460,00460_6,00460_6_3,Obama does deserve a second term.,Obama wrongly attacked Arizonas immigration law.,-1,1.6174889815964115e-07
00460_6#00460_6_4,00460,00460_6,00460_6_4,Obama does deserve a second term.,"Obama focuses on a path to citizenship, not mass deportations.",1,1.499676892407083e-05
00460_6#00460_6_5,00460,00460_6,00460_6_5,Obama does deserve a second term.,"Obama wrongly cancelled ""virtual border fence"" project.",-1,6.895240467904562e-08
00460_6#00460_6_6,00460,00460_6,00460_6_6,Obama does deserve a second term.,Obamas immigration policies ignore the law.,-1,2.1445497907666906e-06
00494_8#00494_8_1,00494,00494_8,00494_8_1,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Democratic nature of health insurance co-ops enhances quality,1,1.1369798467738822e-08
00494_8#00494_8_2,00494,00494_8,00494_8_2,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Health insurance cooperatives are not very portable,-1,0.39513663000740235
00494_8#00494_8_3,00494,00494_8,00494_8_3,Health insurance co-ops are a good model. They are a good alternative to public insurance.,"Co-ops implement a more holistic, preventive approach",1,0.003306165899982167
00494_8#00494_8_4,00494,00494_8,00494_8_4,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops create tensions b/w doctors and governing boards,-1,4.239769286884988e-05
00494_8#00494_8_5,00494,00494_8,00494_8_5,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops cannot collect wide data on outcomes,-1,1.2931276968880299e-05
00494_8#00494_8_6,00494,00494_8,00494_8_6,Health insurance co-ops are a good model. They are a good alternative to public insurance.,"Non-profit co-ops are driven by health interests of members, not profits",1,0.000103401242142646
00554_3#00554_3_1,00554,00554_3,00554_3_1,This House believes that current portrayal of women in mass media does more harm than good..,Women are portrayed as perfect models.,1,0.004745911715949906
00554_3#00554_3_2,00554,00554_3,00554_3_2,This House believes that current portrayal of women in mass media does more harm than good..,Women are portrayed as mothers.,1,9.971673305770704e-06
00554_3#00554_3_3,00554,00554_3,00554_3_3,This House believes that current portrayal of women in mass media does more harm than good..,Women are portrayed as sexual objects.,1,4.7197202256942655e-05
00554_3#00554_3_4,00554,00554_3,00554_3_4,This House believes that current portrayal of women in mass media does more harm than good..,Successful women.,-1,0.0
00554_3#00554_3_5,00554,00554_3,00554_3_5,This House believes that current portrayal of women in mass media does more harm than good..,Media tend to generalize.,1,5.665483568057016e-05
00593_3#00593_3_1,00593,00593_3,00593_3_1,Drinking coffee is good.,Coffee lowers the risk of prostate cancer.,1,8.705168442877026e-07
00593_3#00593_3_2,00593,00593_3,00593_3_2,Drinking coffee is good.,Coffee can induce stomach problems.,-1,0.006735667517059908
00593_3#00593_3_4,00593,00593_3,00593_3_4,Drinking coffee is good.,Coffee increases the risk of heart attack.,-1,6.4923614443274504e-06
00618_10#00618_10_1,00618,00618_10,00618_10_1,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops would compete with and improve health insurance,1,0.0001074920573295804
