pairid,argid,propid_to,propid_from,text_to,text_from,relation,ie_conf_arg0,ie_conf_arg1,ie_conf_arg2,ie_conf_arg2p,ie_conf_any
00320_4#00320_4_4,00320,00320_4,00320_4_4,UN should recognize Palestinian statehood.,Denying Palestinian statehood could lead to renewed violence.,1,1.1654523650046095e-09,3.894607559874322e-11,7.104130462294141e-10,7.104130462294141e-10,1.1654523650046095e-09
00320_4#00320_4_5,00320,00320_4,00320_4_5,UN should recognize Palestinian statehood.,UN vote would not change reality on the ground.,-1,6.426056735631487e-07,2.5313178742468905e-05,3.4133920674118595e-06,3.4133920674118595e-06,2.5313178742468905e-05
00320_4#00320_4_6,00320,00320_4,00320_4_6,UN should recognize Palestinian statehood.,Denying Palestinian rights undermines Israeli claims/rights.,1,5.368520266182999e-09,4.522226181967697e-09,8.462438147243197e-09,8.462438147243197e-09,8.462438147243197e-09
00320_4#00320_4_7,00320,00320_4,00320_4_7,UN should recognize Palestinian statehood.,"Palestinian statehood via the UN would undermine Syria, Iran.",1,8.402166079896816e-09,2.0256989417648824e-07,2.599107939596999e-08,2.599107939596999e-08,2.0256989417648824e-07
00320_4#00320_4_8,00320,00320_4,00320_4_8,UN should recognize Palestinian statehood.,Israels security concerns are not recognized by many at UN,-1,5.689582448985244e-10,1.1912787176170683e-07,4.151942249358683e-10,4.151942249358683e-10,1.1912787176170683e-07
00495_1#00495_1_1,00495,00495_1,00495_1_1,Child beauty pageants are tolerable and should not be banned.,Beauty pageants encourage kids to seek plastic surgery,-1,5.591392353771837e-07,2.9371071007607213e-06,1.579082393432792e-05,1.579082393432792e-05,1.579082393432792e-05
00495_1#00495_1_10,00495,00495_1,00495_1_10,Child beauty pageants are tolerable and should not be banned.,Absurdly young kids are being entered into pageants,-1,0.0,0.0,0.0,0.0,0.0
00495_1#00495_1_11,00495,00495_1,00495_1_11,Child beauty pageants are tolerable and should not be banned.,"Despite outliers, the average beauty pageant is tame.",1,0.23632722397212538,0.000969486681156313,0.0006642092059050963,0.0006642092059050963,0.23632722397212538
00495_1#00495_1_12,00495,00495_1,00495_1_12,Child beauty pageants are tolerable and should not be banned.,The majority of pageants are fun for all.,1,0.0,0.0,0.0,0.0,0.0
00495_1#00495_1_13,00495,00495_1,00495_1_13,Child beauty pageants are tolerable and should not be banned.,Pageants have lots of fun backstage activities for kids.,1,1.8195571079859718e-06,9.37952033986188e-05,0.001092832617675273,0.001092832617675273,0.001092832617675273
00495_1#00495_1_14,00495,00495_1,00495_1_14,Child beauty pageants are tolerable and should not be banned.,Parents not pageant system are usually at fault.,1,0.0,0.0,0.0,0.0,0.0
00495_1#00495_1_15,00495,00495_1,00495_1_15,Child beauty pageants are tolerable and should not be banned.,Parents should be trusted on entering kids in child beauty pageants.,1,1.9309169660967375e-09,4.935824532492893e-10,1.3442563518003747e-09,1.3442563518003747e-09,1.9309169660967375e-09
00495_1#00495_1_16,00495,00495_1,00495_1_16,Child beauty pageants are tolerable and should not be banned.,Beauty contests are little different than competitive sports.,1,0.00042326064750882066,0.0058820057100339475,0.010632300983866586,0.010632300983866586,0.010632300983866586
00495_1#00495_1_17,00495,00495_1,00495_1_17,Child beauty pageants are tolerable and should not be banned.,Very young kids should not be subject to superficial competition,-1,7.094310761128168e-05,0.0010806922684227181,8.982097922858039e-06,8.982097922858039e-06,0.0010806922684227181
00495_1#00495_1_18,00495,00495_1,00495_1_18,Child beauty pageants are tolerable and should not be banned.,"Child beauty pageants are just creepy, insidious.",-1,0.0,0.0,0.0,0.0,0.0
00495_1#00495_1_19,00495,00495_1,00495_1_19,Child beauty pageants are tolerable and should not be banned.,"Judgement of children to participate can""t be relied on",-1,9.444896472585e-05,0.0019244020326799338,0.0,0.0,0.0019244020326799338
00495_1#00495_1_2,00495,00495_1,00495_1_2,Child beauty pageants are tolerable and should not be banned.,Pageants based on bad idea of children being better than others,-1,0.00010511748808950447,0.0006261398395485471,0.00019619807213350934,0.00019619807213350934,0.0006261398395485471
00495_1#00495_1_20,00495,00495_1,00495_1_20,Child beauty pageants are tolerable and should not be banned.,Moms enter kids into beauty pageants for own insecurities,-1,3.772186651714802e-06,5.130065287111778e-08,3.561676609882642e-07,3.561676609882642e-07,3.772186651714802e-06
00495_1#00495_1_22,00495,00495_1,00495_1_22,Child beauty pageants are tolerable and should not be banned.,Toddlers and tiaras reveals how beauty pageants exploit kids,-1,2.061688943395963e-07,7.099898297980862e-06,6.995130350884431e-05,6.995130350884431e-05,6.995130350884431e-05
00495_1#00495_1_3,00495,00495_1,00495_1_3,Child beauty pageants are tolerable and should not be banned.,Everyone loses but one in beauty pageants.,-1,2.1835552014631214e-06,3.4254850052947846e-07,0.0,0.0,2.1835552014631214e-06
00495_1#00495_1_4,00495,00495_1,00495_1_4,Child beauty pageants are tolerable and should not be banned.,Beauty pageants are not similar to sports for kids,-1,1.2715474801785823e-08,0.00033898834666748083,7.62502310744089e-06,7.62502310744089e-06,0.00033898834666748083
00495_1#00495_1_5,00495,00495_1,00495_1_5,Child beauty pageants are tolerable and should not be banned.,Child beauty contests amount to child abuse.,-1,8.431063660952631e-07,9.400159738222366e-06,0.0020149876651745714,0.0020149876651745714,0.0020149876651745714
00495_1#00495_1_6,00495,00495_1,00495_1_6,Child beauty pageants are tolerable and should not be banned.,Beauty pageants teach kids to be their very best.,1,3.2511309362010328e-06,0.00016129572554608775,0.0004342555153366462,0.0004342555153366462,0.0004342555153366462
00495_1#00495_1_7,00495,00495_1,00495_1_7,Child beauty pageants are tolerable and should not be banned.,Pageants foster positive camaraderie among contestants.,1,2.9215815051914206e-05,0.0007772483779562289,0.011156961600903475,0.011156961600903475,0.011156961600903475
00495_1#00495_1_8,00495,00495_1,00495_1_8,Child beauty pageants are tolerable and should not be banned.,Beauty pageants are big business,-1,1.0664860675924263e-05,0.00039274793094977765,0.004782839454223945,0.004782839454223945,0.004782839454223945
00495_1#00495_1_9,00495,00495_1,00495_1_9,Child beauty pageants are tolerable and should not be banned.,Parental ambitions can make kid queens mentally unwell.,-1,1.1320678717529095e-07,2.010916051852294e-08,1.8995769816002456e-07,1.8995769816002456e-07,1.8995769816002456e-07
00513_4#00513_4_1,00513,00513_4,00513_4_1,Countries should place some limitations on foreign investments.,Economic growth is best when it comes from within.,1,7.754870446193123e-11,2.804899871699624e-10,5.179890784903264e-09,2.2396551657347768e-08,2.2396551657347768e-08
00513_4#00513_4_2,00513,00513_4,00513_4_2,Countries should place some limitations on foreign investments.,"A cap would reduce foreign investment, which is critical to economic growth.",-1,0.0,0.0,0.0,0.0,0.0
00513_4#00513_4_3,00513,00513_4,00513_4_3,Countries should place some limitations on foreign investments.,The message a cap sends out will scare off investors.,-1,0.0,0.0,0.0,0.0,0.0
00513_4#00513_4_4,00513,00513_4,00513_4_4,Countries should place some limitations on foreign investments.,Putting a cap on foreign investment and so reducing the likelihood of a bubble economy developing acts as a spur to local investors to invest their money in the home economy.,1,0.0,0.0,0.0,0.0,0.0
00549_6#00549_6_1,00549,00549_6,00549_6_1,The United Kingdom should hand over the Falkland Islands to Argentina.,Spain supports Argentinas claim to the Malvinas islands.,1,0.0,0.0,0.0,0.0,0.0
00549_6#00549_6_10,00549,00549_6,00549_6_10,The United Kingdom should hand over the Falkland Islands to Argentina.,Post-Pinochet Chile has supported Argentinas claim to the Falklands.,1,0.0,0.0,0.0,0.0,0.0
00549_6#00549_6_11,00549,00549_6,00549_6_11,The United Kingdom should hand over the Falkland Islands to Argentina.,Peru vocally supports the Argentinian claim to the Falklands.,1,0.0,0.0,0.0,0.0,0.0
00549_6#00549_6_12,00549,00549_6,00549_6_12,The United Kingdom should hand over the Falkland Islands to Argentina.,"In 65 years of the United Nations, Argentina has failed to get any substantial support",-1,3.0949532293707176e-10,8.061542863991233e-13,2.2123929281381816e-12,5.9455728070821795e-12,3.0949532293707176e-10
00549_6#00549_6_2,00549,00549_6,00549_6_2,The United Kingdom should hand over the Falkland Islands to Argentina.,Mercosur supports Argentinas claim to the Malvinas,1,0.0,0.0,0.0,0.0,0.0
00549_6#00549_6_4,00549,00549_6,00549_6_4,The United Kingdom should hand over the Falkland Islands to Argentina.,The European Union classes the Falklands as a special overseas territory,-1,1.7898737501199272e-06,1.6384466927603323e-07,8.910092188319451e-10,2.34953315877355e-05,2.34953315877355e-05
00549_6#00549_6_5,00549,00549_6,00549_6_5,The United Kingdom should hand over the Falkland Islands to Argentina.,France has been particularly supportive of the British position,-1,0.0,0.0,0.0,0.0,0.0
00549_6#00549_6_6,00549,00549_6,00549_6_6,The United Kingdom should hand over the Falkland Islands to Argentina.,South American support for return of Falklands is growing,1,0.0,0.0,0.0,0.0,0.0
00549_6#00549_6_7,00549,00549_6,00549_6_7,The United Kingdom should hand over the Falkland Islands to Argentina.,Venezuelan President Hugo Chavez supports Argentinas claim to the Malvinas.,1,0.0,0.0,0.0,0.0,0.0
00549_6#00549_6_8,00549,00549_6,00549_6_8,The United Kingdom should hand over the Falkland Islands to Argentina.,The Commonwealth of Nations recognises the Falklands as British territory.,-1,3.7603522671540852e-06,9.324926949374018e-06,3.046638060103426e-08,0.00016302170364898853,0.00016302170364898853
00549_6#00549_6_9,00549,00549_6,00549_6_9,The United Kingdom should hand over the Falkland Islands to Argentina.,The Rio Group has supported Argentinas claim to the Malvinas,1,0.0,0.0,0.0,0.0,0.0
00634_11#00634_11_1,00634,00634_11,00634_11_1,Mandating calorie counts on restaurant menus is good public policy.,Calorie counts rightly value health over blissful ignorance,1,0.0,0.0,0.0,0.0,0.0
00634_11#00634_11_2,00634,00634_11,00634_11_2,Mandating calorie counts on restaurant menus is good public policy.,"Only small minority prefers ""blissful ignorance"" to calories on menus.",1,0.0,0.0,0.0,0.0,0.0
00634_11#00634_11_3,00634,00634_11,00634_11_3,Mandating calorie counts on restaurant menus is good public policy.,Diners want blissful ignorance without calorie counts,-1,9.434649404441338e-09,1.4484906987002247e-07,0.00016940234691761654,0.00016940234691761654,0.00016940234691761654
00689_3#00689_3_2,00689,00689_3,00689_3_2,A profit-driven society is ideal. We should not move away from it.,Positive externalities.,-1,0.0,0.0,0.0,0.0,0.0
00689_3#00689_3_3,00689,00689_3,00689_3_3,A profit-driven society is ideal. We should not move away from it.,Arbitrage.,1,0.0,0.0,0.0,0.0,0.0
00755_14#00755_14_1,00755,00755_14,00755_14_1,Turkey should be given membership in the EU.,Turkey is part of Europe,1,0.00029990181148704606,0.014422802680696161,1.7591413087996933e-05,1.7591413087996933e-05,0.014422802680696161
00755_14#00755_14_3,00755,00755_14,00755_14_3,Turkey should be given membership in the EU.,There is no obvious and widely accepted geographical definition of Europe,1,0.0,0.0,0.0,0.0,0.0
00755_14#00755_14_4,00755,00755_14,00755_14_4,Turkey should be given membership in the EU.,Admitting Turkey distracts from fully unifying Europe in the EU,-1,0.0,0.0,0.0,0.0,0.0
00755_14#00755_14_5,00755,00755_14,00755_14_5,Turkey should be given membership in the EU.,Turkey has worked hard to befriend the EU,1,1.8870640624522838e-05,0.0003990806300489677,1.2045978640754373e-06,1.2045978640754373e-06,0.0003990806300489677
00755_14#00755_14_6,00755,00755_14,00755_14_6,Turkey should be given membership in the EU.,Admitting Turkey leads to a slippery slope of non-European admissions,-1,5.761360411922467e-10,2.0279036711672147e-09,1.6987826072412434e-07,1.6987826072412434e-07,1.6987826072412434e-07
00755_14#00755_14_7,00755,00755_14,00755_14_7,Turkey should be given membership in the EU.,Membership in other organizations is immaterial.,-1,3.1481534309438344e-10,1.2403707389249598e-09,3.4119966433667063e-09,3.4119966433667063e-09,3.4119966433667063e-09
00755_14#00755_14_8,00755,00755_14,00755_14_8,Turkey should be given membership in the EU.,Turkey is not a European country,-1,0.0003460506844586824,0.3955756807229941,2.1656414679573304e-05,2.1656414679573304e-05,0.3955756807229941
00800_9#00800_9_1,00800,00800_9,00800_9_1,The US federal government should increase the minimum wage.,"November, 2006 election propositions to increase the minimum wage from the current federal minimum of $5.15 PASSED in six states.",1,1.6997845479448672e-07,4.553344149115606e-10,2.4907111780222387e-06,2.4907111780222387e-06,2.4907111780222387e-06
00800_9#00800_9_10,00800,00800_9,00800_9_10,The US federal government should increase the minimum wage.,Washington State:,1,0.0,0.0,0.0,0.0,0.0
00800_9#00800_9_11,00800,00800_9,00800_9_11,The US federal government should increase the minimum wage.,Missouri,1,0.0,0.0,0.0,0.0,0.0
00800_9#00800_9_12,00800,00800_9,00800_9_12,The US federal government should increase the minimum wage.,Nevada,1,0.0,0.0,0.0,0.0,0.0
00800_9#00800_9_2,00800,00800_9,00800_9_2,The US federal government should increase the minimum wage.,Colorado,1,0.0,0.0,0.0,0.0,0.0
00800_9#00800_9_3,00800,00800_9,00800_9_3,The US federal government should increase the minimum wage.,Nevada:,1,0.0,0.0,0.0,0.0,0.0
00800_9#00800_9_4,00800,00800_9,00800_9_4,The US federal government should increase the minimum wage.,"The majority of states had increased minimum wages above the federal level by April, 2006:",1,0.0,0.0,0.0,0.0,0.0
00800_9#00800_9_5,00800,00800_9,00800_9_5,The US federal government should increase the minimum wage.,Montana,1,0.0,0.0,0.0,0.0,0.0
00800_9#00800_9_6,00800,00800_9,00800_9_6,The US federal government should increase the minimum wage.,Florida:,1,0.0,0.0,0.0,0.0,0.0
