pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
00867_5#00867_5_2,00867,00867_5,00867_5_2,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,AIG bonuses furor distracts from solving larger crisis.,1,0.03278834812376627,0.0034633770318432855
00867_5#00867_5_3,00867,00867_5,00867_5_3,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,AIG bonuses stimulate New York and national economy,1,0.13362459773036903,0.004468868324729929
00867_5#00867_5_4,00867,00867_5,00867_5_4,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,AIG got itself into crisis; only it knows how to get out.,1,0.01987005297852289,0.26382550506985897
00867_5#00867_5_5,00867,00867_5,00867_5_5,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,Taxpayer bailout of AIG justifies government control,-1,0.7826227184990322,0.012312367839340822
00867_5#00867_5_6,00867,00867_5,00867_5_6,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,AIG bonuses make case for bank nationalization,-1,0.20068837975570583,0.018612519187997285
00867_5#00867_5_7,00867,00867_5,00867_5_7,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,AIG knows best how to spend bailout (even on bonuses),1,0.8769090341538569,0.03969441355790866
00889_4#00889_4_1,00889,00889_4,00889_4_1,Tibet should seek and gain independence.,Tibetan students are being taught false history,1,0.8544207905897028,0.01396017526919755
00889_4#00889_4_2,00889,00889_4,00889_4_2,Tibet should seek and gain independence.,China substantially improved Tibets educational system.,-1,0.005981363572861877,0.9100932567881862
00889_4#00889_4_4,00889,00889_4,00889_4_4,Tibet should seek and gain independence.,China upholds the use of the Tibetan language in school,-1,0.010410636542730351,0.9462039941141112
00889_4#00889_4_5,00889,00889_4,00889_4_5,Tibet should seek and gain independence.,Tibetan students are forced to use Chinese as the official language,1,0.7485723096802157,0.05014195045021397
00889_4#00889_4_6,00889,00889_4,00889_4_6,Tibet should seek and gain independence.,"Tibetan students can""t discuss Tibetan social issues",1,0.9208932904063226,0.006576656485310194
00889_4#00889_4_7,00889,00889_4,00889_4_7,Tibet should seek and gain independence.,China has not invested well in Tibetan education,1,0.9235876845876155,0.007396104802450848
00899_14#00899_14_1,00899,00899_14,00899_14_1,"Govts should mandate that people buy private health insurance, or face penalties.",Mandatory insurance violates right of individual judgement,-1,0.040945351825154463,0.11964426136983768
00899_14#00899_14_2,00899,00899_14,00899_14_2,"Govts should mandate that people buy private health insurance, or face penalties.",Uninsured degrade care for all; mandates appropriate,1,0.1271221764644741,0.8989877982586828
00899_14#00899_14_3,00899,00899_14,00899_14_3,"Govts should mandate that people buy private health insurance, or face penalties.",Mandates counteract insurers denying coverage to the unhealthy,1,0.8696747169632754,0.18046089601651544
00899_14#00899_14_4,00899,00899_14,00899_14_4,"Govts should mandate that people buy private health insurance, or face penalties.",Mandatory insurance violates right to engage in contracts,-1,0.17683408221277414,0.0996964950707907
00899_14#00899_14_5,00899,00899_14,00899_14_5,"Govts should mandate that people buy private health insurance, or face penalties.",Uninsured increase costs for all; mandates are appropriate.,1,0.047986222157951876,0.8959841408688449
00899_14#00899_14_6,00899,00899_14,00899_14_6,"Govts should mandate that people buy private health insurance, or face penalties.",Mandates limit freedoms of few to protect freedoms of many,1,0.04165294623362541,0.13198921815172907
00939_4#00939_4_1,00939,00939_4,00939_4_1,I should go to graduate school.,A masters degree adds to a persons narrative,1,0.0011101348718905982,0.2753613116816737
00939_4#00939_4_10,00939,00939_4,00939_4_10,I should go to graduate school.,Masters is for clear career objectives; not just education,-1,0.0016345069730639887,0.4873202439949506
00939_4#00939_4_11,00939,00939_4,00939_4_11,I should go to graduate school.,Masters degree debt limits personal education opportunities.,-1,0.005055573663733036,0.16949629864360896
00939_4#00939_4_12,00939,00939_4,00939_4_12,I should go to graduate school.,Masters programs often treated as cash cows for other programs,-1,0.20039352061353127,0.005030939119748602
00939_4#00939_4_13,00939,00939_4,00939_4_13,I should go to graduate school.,Masters degree strengthens self-motivation,1,0.0006669801055232762,0.20308232702212942
00939_4#00939_4_14,00939,00939_4,00939_4_14,I should go to graduate school.,Masters programs filled with profs uninterested in teaching,-1,0.3025481975142619,0.003596834478138073
00939_4#00939_4_15,00939,00939_4,00939_4_15,I should go to graduate school.,Earning an M.A. enables great personal intellectual growth,1,0.003458049478756226,0.9588741728252256
00939_4#00939_4_2,00939,00939_4,00939_4_2,I should go to graduate school.,Masters degree improves teamwork skills,1,0.000667908223276944,0.2033264570218341
00939_4#00939_4_3,00939,00939_4,00939_4_3,I should go to graduate school.,A masters degree is a great life achievement,1,0.0011654459732095307,0.29673661126140705
00939_4#00939_4_4,00939,00939_4,00939_4_4,I should go to graduate school.,Masters degree improves critical analysis and life choices,1,0.0006675633281786354,0.2032970857717679
00939_4#00939_4_5,00939,00939_4,00939_4_5,I should go to graduate school.,"Masters degree offers valuable label of ""expert""",1,0.0018995661189944635,0.20305010769759005
00939_4#00939_4_6,00939,00939_4,00939_4_6,I should go to graduate school.,Masters degree improves ones ability to work under pressure,1,0.001293176369964039,0.20313079295539682
00961_5#00961_5_1,00961,00961_5,00961_5_1,UN Annex I aid should be increased for climate change adaptation.,Developed nations have given too little climate aid,1,0.9488003272076383,0.01236305341258826
00961_5#00961_5_2,00961,00961_5,00961_5_2,UN Annex I aid should be increased for climate change adaptation.,Increasing aid during economic crisis is untenable.,-1,0.9282735120951763,0.0038702550050957723
00961_5#00961_5_3,00961,00961_5,00961_5_3,UN Annex I aid should be increased for climate change adaptation.,Annex I states are already contributing enough foreign aid.,-1,0.008297923480903744,0.8915571894906074
00987_2#00987_2_1,00987,00987_2,00987_2_1,Ultrasounds should be required before abortions.,"Ultrasound forced on women, even if they don""t look.",-1,0.050636058848522465,0.017743851405659677
00987_2#00987_2_2,00987,00987_2,00987_2_2,Ultrasounds should be required before abortions.,"Patients can avert eyes, but can""t avoid descriptions.",-1,0.0068918010951696095,0.00010878806046495005
00987_2#00987_2_3,00987,00987_2,00987_2_3,Ultrasounds should be required before abortions.,Women are not required to look at the ultrasound.,1,0.30373035903955525,0.0015582390778168707
01039_10#01039_10_1,01039,01039_10,01039_10_1,"Handguns should be banned in Washington, DC.","Even if disarming is deemed necessary, it will be unconstitutional",-1,0.8101873178045575,0.11587919304495164
01039_10#01039_10_2,01039,01039_10,01039_10_2,"Handguns should be banned in Washington, DC.",Disarming will not be feasible in the US,-1,0.21686505204127282,0.6339157465417918
01039_10#01039_10_3,01039,01039_10,01039_10_3,"Handguns should be banned in Washington, DC.",Gun control laws do not work since citizens to not comply to them,1,0.16133192438881072,0.01569397988803203
01153_3#01153_3_1,01153,01153_3,01153_3_1,Governments should create a DNA database of all citizens.,Costs involved for processing.,-1,0.0005864771237359496,0.05217653117646976
01153_3#01153_3_2,01153,01153_3,01153_3_2,Governments should create a DNA database of all citizens.,DNA databases reduce crime and related expenditures.,1,0.0038706597574921964,0.053606703764143906
01153_3#01153_3_3,01153,01153_3,01153_3_3,Governments should create a DNA database of all citizens.,The taxpayers are funding it.,-1,0.0004954567929184255,0.03218447505045142
01174_6#01174_6_1,01174,01174_6,01174_6_1,You should belong to the Democratic rather than Republican party.,Liberals favor large federal government over state govt,1,0.000843824868184722,0.09864122924268505
01174_6#01174_6_2,01174,01174_6,01174_6_2,You should belong to the Democratic rather than Republican party.,Republicans believe govt most effective when decentralized,-1,0.00035691381540625715,0.03711249039895424
01174_6#01174_6_3,01174,01174_6,01174_6_3,You should belong to the Democratic rather than Republican party.,Republicans believe constitution guarantees greater state power,-1,0.00046139752863699426,0.047576416170224865
01179_28#01179_28_1,01179,01179_28,01179_28_1,Abortions of any kind should be permitted.,"A fetus is not a ""person"" so can""t have rights protecting it from abortion:",1,0.8797880984123205,0.007391381711335718
01179_28#01179_28_10,01179,01179_28,01179_28_10,Abortions of any kind should be permitted.,Potential of fetus to become a person is not sufficient,1,0.858320508283376,0.0071308996998578535
01179_28#01179_28_11,01179,01179_28,01179_28_11,Abortions of any kind should be permitted.,"Life is an individual right, not a privilege, for unborn humans",-1,0.5392193641703064,0.8426765582630537
01179_28#01179_28_12,01179,01179_28,01179_28_12,Abortions of any kind should be permitted.,"Pro-abortionists dehumanize ""fetuses"" to get away with murder",-1,0.6091740677137553,0.028233483283465817
01179_28#01179_28_13,01179,01179_28,01179_28_13,Abortions of any kind should be permitted.,A fetus is uniquely capable of becoming a person; deserves rights,-1,0.0003091898980009491,0.3404958678573975
01179_28#01179_28_14,01179,01179_28,01179_28_14,Abortions of any kind should be permitted.,A fetus cannot have a right to a womans body to sustain its life,1,0.9819926125549435,0.04046168654273959
01179_28#01179_28_15,01179,01179_28,01179_28_15,Abortions of any kind should be permitted.,"Wanted fetuses are beloved ""babies""; unwanted ones are ""tissue"" (inconsistent)",-1,0.1210309286663998,0.2438951604659424
01179_28#01179_28_16,01179,01179_28,01179_28_16,Abortions of any kind should be permitted.,Fetuses are conscious in the womb and suffer during abortions,-1,0.9180290541032312,0.9651199434890608
01179_28#01179_28_17,01179,01179_28,01179_28_17,Abortions of any kind should be permitted.,Abortion deprives a fetus of an entire human future:,-1,0.9450364404839998,0.39226756788883604
01179_28#01179_28_18,01179,01179_28,01179_28_18,Abortions of any kind should be permitted.,The fetus causes physical pain; the woman has a right to self-defense.,1,0.18551766418045101,0.9305046848044086
01179_28#01179_28_19,01179,01179_28,01179_28_19,Abortions of any kind should be permitted.,Human life and a right to life begin at conception; abortion is murder,-1,0.9468574946499264,0.9212228379906389
01179_28#01179_28_2,01179,01179_28,01179_28_2,Abortions of any kind should be permitted.,"If these criteria for being a ""person"" are valid then killing infants is justifiable.",-1,0.008327341994000677,0.22876466880268256
01179_28#01179_28_20,01179,01179_28,01179_28_20,Abortions of any kind should be permitted.,That the fetus may do harm to the mother cannot justify destroying it.,-1,0.3971883803386444,0.0034784594773850748
01179_28#01179_28_3,01179,01179_28,01179_28_3,Abortions of any kind should be permitted.,No one argues that an acorn or even an animal fetus has a sanctity or rights.,-1,0.22790917782611317,0.17452545779044118
01179_28#01179_28_4,01179,01179_28,01179_28_4,Abortions of any kind should be permitted.,A fetus is no more a human than an acorn is a tree,1,0.14562052877293064,0.009900482179252051
01179_28#01179_28_5,01179,01179_28,01179_28_5,Abortions of any kind should be permitted.,The unborn are voiceless and should be protected against abortion,-1,0.849573801200379,0.1868932498257736
01179_28#01179_28_6,01179,01179_28,01179_28_6,Abortions of any kind should be permitted.,"Fetuses, as dependents, do have some rights over their mothers body",-1,0.0017880446039958027,0.9221587664268147
01179_28#01179_28_7,01179,01179_28,01179_28_7,Abortions of any kind should be permitted.,"Women can only be ""pregnant"" with a ""child"" not merely a ""fetus""",-1,0.002346734105553658,0.4992589421420848
