pairid,argid,propid_to,propid_from,text_to,text_from,relation
01127_2#01127_2_1,01127,01127_2,01127_2_1,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Manned mission to Mars necessary to reveal underground life,1
01127_2#01127_2_2,01127,01127_2,01127_2_2,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Many more unmanned scientific missions can be sent to Mars,-1
01127_2#01127_2_3,01127,01127_2,01127_2_3,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Mars mission would inspire kids to become scientists,1
01127_2#01127_2_4,01127,01127_2,01127_2_4,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Robotic missions to Mars are equally effective as manned ones,-1
01127_2#01127_2_5,01127,01127_2,01127_2_5,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Manned mission to Mars could bring medical advancements.,1
01127_2#01127_2_6,01127,01127_2,01127_2_6,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Humans should send a manned mission to Mars to find life,1
01211_3#01211_3_1,01211,01211_3,01211_3_1,Web 2.0 citizen journalism is having a positive effect worldwide.,"Blogs undermine a common sense of what is ""true"" and what is ""false"":",1
01211_3#01211_3_10,01211,01211_3,01211_3_10,Web 2.0 citizen journalism is having a positive effect worldwide.,"The crowd is becoming increasingly more intelligent, expert, and talented, making decentralizing Web 2.0 technologies increasingly capable of allowing the spotting of such things and their exposure:",-1
01211_3#01211_3_13,01211,01211_3,01211_3_13,Web 2.0 citizen journalism is having a positive effect worldwide.,"""The advantage of a broader participation is that there is a greater quantity to select quality from.""",-1
01211_3#01211_3_15,01211,01211_3,01211_3_15,Web 2.0 citizen journalism is having a positive effect worldwide.,"Quality content will always rise to the top, regardless of whether it is amateur or professionally created:",-1
01211_3#01211_3_16,01211,01211_3,01211_3_16,Web 2.0 citizen journalism is having a positive effect worldwide.,"""Open-source""",-1
01211_3#01211_3_18,01211,01211_3,01211_3_18,Web 2.0 citizen journalism is having a positive effect worldwide.,"The production of ""quality""-content from Web 2.0 P2P forums depends on how these systems are constructed, that there are ""good"" and ""bad"" system designs, and that better and better system designs will emerge to help channel the community toward higher levels of content quality:",-1
01211_3#01211_3_19,01211,01211_3,01211_3_19,Web 2.0 citizen journalism is having a positive effect worldwide.,Mainstream media has major advantages over blogs in the production of quality content:,1
01211_3#01211_3_2,01211,01211_3,01211_3_2,Web 2.0 citizen journalism is having a positive effect worldwide.,The Web 2.0 is enabling the pornification of the Web:,1
01211_3#01211_3_20,01211,01211_3,01211_3_20,Web 2.0 citizen journalism is having a positive effect worldwide.,"""Unchecked technology threatens to undermine reality and turn media into a rival version of life",1
01211_3#01211_3_21,01211,01211_3,01211_3_21,Web 2.0 citizen journalism is having a positive effect worldwide.,"The new models ""long tail"" allows for everything to be presented and then for a more accurate determination of what is ""actually popular"" to be made:",-1
01211_3#01211_3_3,01211,01211_3,01211_3_3,Web 2.0 citizen journalism is having a positive effect worldwide.,"Only ""big media"" is capable of finding and sculpting prodigious talent:",1
01211_3#01211_3_5,01211,01211_3,01211_3_5,Web 2.0 citizen journalism is having a positive effect worldwide.,"""Sports, porn, and beer"" are overwhelmingly popular in the blogosphere, and that this is a bad thing:",1
01211_3#01211_3_6,01211,01211_3,01211_3_6,Web 2.0 citizen journalism is having a positive effect worldwide.,"The Web 2.0 is a medium for tasteless content and only the ""elite"" group is capable of producing culturally valuable material:",1
01211_3#01211_3_8,01211,01211_3,01211_3_8,Web 2.0 citizen journalism is having a positive effect worldwide.,Readers are more concerned with their own critique and determination of quality than they are about whether content is free:,-1
01211_3#01211_3_9,01211,01211_3,01211_3_9,Web 2.0 citizen journalism is having a positive effect worldwide.,"Some forums are designed to vet for quality content, while others are designed to allow for ""voice"" with few quality controls, and that both have their place; neither is ""better"":",-1
01260_1#01260_1_1,01260,01260_1,01260_1_1,"People care what you""re doing right now.(i.e. Twitter is useful).",Twitter fosters appreciation for what you are doing now.,1
01260_1#01260_1_2,01260,01260_1,01260_1_2,"People care what you""re doing right now.(i.e. Twitter is useful).",Sharing what you are doing now fosters appreciation for now.,1
01260_1#01260_1_3,01260,01260_1,01260_1_3,"People care what you""re doing right now.(i.e. Twitter is useful).",Twitter can be used to deepen your understanding of current issues.,1
01260_1#01260_1_4,01260,01260_1,01260_1_4,"People care what you""re doing right now.(i.e. Twitter is useful).",Twitter distracts from deeper interactions in the present.,-1
01260_1#01260_1_5,01260,01260_1,01260_1_5,"People care what you""re doing right now.(i.e. Twitter is useful).",Twitter is just a distraction.,-1
00070_2#00070_2_1,00070,00070_2,00070_2_1,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",The Chinese government will not compromise and offer Tibet independence,-1
00070_2#00070_2_10,00070,00070_2,00070_2_10,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",Dalai Lama believes independence is not the solution for Tibet,1
00070_2#00070_2_11,00070,00070_2,00070_2_11,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","The ""Middle Way"" is a practical political course of action",1
00070_2#00070_2_12,00070,00070_2,00070_2_12,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","The ""Middle Way"" bridges Chinese and Tibetan interests",1
00070_2#00070_2_13,00070,00070_2,00070_2_13,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",Greater autonomy for Tibet is more realistic than independence.,1
00070_2#00070_2_14,00070,00070_2,00070_2_14,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",Tibetan cultural identity can survive only outside of Chinas modernization agenda,-1
00070_2#00070_2_2,00070,00070_2,00070_2_2,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","The ""Middle Way"" is just a front for seeking Tibetan independence",-1
00070_2#00070_2_3,00070,00070_2,00070_2_3,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",China claims Tibet is autonomous; independendce is only other option,-1
00070_2#00070_2_4,00070,00070_2,00070_2_4,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","The ""Middle Way"" is nothing different  from the current situation",-1
00070_2#00070_2_5,00070,00070_2,00070_2_5,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",China is exploiting the good intentions of the Middle Way,-1
00070_2#00070_2_6,00070,00070_2,00070_2_6,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","Dalai Lama himself recognized that if by 2006 the ""Middle Way"" didn""t solve the situation than independence is the way",-1
00070_2#00070_2_7,00070,00070_2,00070_2_7,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",Tibetans in exile enjoy greater freedom currently than autonomy could offer,-1
00070_2#00070_2_8,00070,00070_2,00070_2_8,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","""Middle Way"" in Tibet adopts Buddhist ""Middle Way"" (non-extremism)",1
00070_2#00070_2_9,00070,00070_2,00070_2_9,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","If Tibetans accept autonomy, they will close the door to independence in the future.",-1
00074_2#00074_2_1,00074,00074_2,00074_2_1,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,A carbon tax will not cause drivers to drive less:,-1
00074_2#00074_2_10,00074,00074_2,00074_2_10,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,A cap-and-trade system better encourages companies to cut their carbon emissions:,1
00074_2#00074_2_11,00074,00074_2,00074_2_11,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,"Carbon emissions regulations and standards have proven an effective tool, and can be strengthened if necessary:",-1
00074_2#00074_2_12,00074,00074_2,00074_2_12,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,Carbon tax market mechanisms would be more effective in reducing carbon emissions:,1
00074_2#00074_2_5,00074,00074_2,00074_2_5,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,Command-and-control regulations do create costs that incentivize reductions in carbon emissions:,-1
00074_2#00074_2_6,00074,00074_2,00074_2_6,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,Standards require old generating plants to update equipment:,-1
00074_2#00074_2_9,00074,00074_2,00074_2_9,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,Standards target and limit the worst kinds of emissions:,-1
00213_5#00213_5_1,00213,00213_5,00213_5_1,Military tribunals in the US were justified.,"Permit evidence that would be convincing to a reasonable person,",-1
00213_5#00213_5_12,00213,00213_5,00213_5_12,Military tribunals in the US were justified.,"Not the same as court-martials - Defendents in military tribunals have far fewer procedural rights than those in court-martials, which some argue is unfair and unjust:",-1
00213_5#00213_5_3,00213,00213_5,00213_5_3,Military tribunals in the US were justified.,"An ""extraordinary"" emergency may call for circumvented certain more ordinary legal procedures:",1
00213_5#00213_5_4,00213,00213_5,00213_5_4,Military tribunals in the US were justified.,Low standards for evidence in tribunals are likely to lead to innacurate conclusions:,-1
00213_5#00213_5_5,00213,00213_5,00213_5_5,Military tribunals in the US were justified.,The above liability for innacurate conlusions is unacceptable particularly as capital punishment is in the cards - a huge liability to US judicial credibility:,-1
00213_5#00213_5_8,00213,00213_5,00213_5_8,Military tribunals in the US were justified.,"(<- counter) Opinion that there are NEVER ""EXTRAORDINARY"" CIRCUMSTANCES THAT JUSTIFY SETTING ASIDE CERTAIN ORDGINARY LEGAL PROCEDURES: OnEx Parte MilliganJustice Davis, a 1862 Lincoln appointee, expressed this opinion in a lengthy survey of English history, Pre-Revolutionary history, and the Framing of the Constitution:",-1
00230_10#00230_10_1,00230,00230_10,00230_10_1,Charter schools are a good idea and in New Orleans.,"Charter schools cut through red tape, quickly opening after Katrina",1
00230_10#00230_10_2,00230,00230_10,00230_10_2,Charter schools are a good idea and in New Orleans.,Charter schools exploited aftermath of Katrina in New Orleans,-1
00230_10#00230_10_3,00230,00230_10,00230_10_3,Charter schools are a good idea and in New Orleans.,Katrina allowed New Orleans to restart with charter schools,1
00230_10#00230_10_4,00230,00230_10,00230_10_4,Charter schools are a good idea and in New Orleans.,New Orleans should not be experimented on with charter schools,-1
00247_10#00247_10_1,00247,00247_10,00247_10_1,Global warming is chiefly caused by humans not by natural phenomenon.,The temperature record shows no consistent global warming trend,-1
00247_10#00247_10_10,00247,00247_10,00247_10_10,Global warming is chiefly caused by humans not by natural phenomenon.,"""Proof"" of anthropogenic global warming is an impossible standard in theory-based science.",1
00247_10#00247_10_12,00247,00247_10,00247_10_12,Global warming is chiefly caused by humans not by natural phenomenon.,"The mid-Holecene warming 6,000 years ago was part of astronomical forcings that can""t explain the extent of todays warming.",1
00247_10#00247_10_13,00247,00247_10,00247_10_13,Global warming is chiefly caused by humans not by natural phenomenon.,The Medieval Warm Period is not comparable to todays warming,1
00247_10#00247_10_14,00247,00247_10,00247_10_14,Global warming is chiefly caused by humans not by natural phenomenon.,The earths climate has always changed through history due to natural cycles.,-1
00247_10#00247_10_3,00247,00247_10,00247_10_3,Global warming is chiefly caused by humans not by natural phenomenon.,"If the earth was following natural trends, we should be experiencing a cooling trend now.",1
